"","Id","MSSubClass","MSZoning","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"493",493,60,"RL",15578,"IR1","Corner","Gilbert","Norm","1Fam","2Story",6,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","Unf",0,728,728,"Gd","Y","SBrkr",728,728,1456,0,0,2,1,3,"TA",8,0,"Attchd","RFn",2,429,"Y",0,0,5,2006,"New","Partial",172785
"494",494,20,"RL",7931,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,6,1960,1960,"Gable","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","No","BLQ",374,363,1269,"TA","Y","FuseA",1269,0,1269,0,0,1,1,3,"TA",6,1,"Detchd","Unf",1,308,"Y",0,0,6,2008,"WD","Normal",155000
"495",495,30,"RM",5784,"Reg","Inside","OldTown","Artery","1Fam","1Story",5,8,1938,1996,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","Fa","No","Unf",0,190,190,"Gd","Y","FuseA",886,0,886,0,0,1,0,2,"TA",4,0,"Attchd","Unf",1,273,"Y",144,20,12,2009,"WD","Normal",91300
"496",496,30,"C (all)",7879,"Reg","Inside","IDOTRR","Norm","1Fam","1Story",4,5,1920,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","No","Rec",495,225,720,"TA","N","FuseA",720,0,720,0,0,1,0,2,"TA",4,0,"Attchd","Unf",0,0,"N",0,523,11,2009,"WD","Abnorml",34900
"497",497,20,"RL",12692,"IR1","Inside","NoRidge","Norm","1Fam","1Story",8,5,1992,1993,"Hip","BrkFace","BrkFace","None",0,"Gd","TA","PConc","Gd","No","GLQ",1231,1969,3200,"Ex","Y","SBrkr",3228,0,3228,1,0,3,0,4,"Gd",10,1,"Attchd","RFn",2,546,"Y",264,75,5,2007,"WD","Normal",430000
"498",498,50,"RL",9120,"Reg","Inside","BrkSide","Norm","1Fam","1.5Fin",7,6,1925,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Gd","PConc","TA","No","Rec",329,697,1026,"Ex","Y","SBrkr",1133,687,1820,1,0,2,0,4,"TA",8,0,"Detchd","Unf",1,240,"N",0,100,6,2008,"WD","Normal",184000
"499",499,20,"RL",7800,"Reg","Inside","Sawyer","Norm","1Fam","1Story",5,7,1967,2004,"Hip","HdBoard","HdBoard","BrkFace",89,"TA","TA","PConc","TA","No","ALQ",450,414,864,"Ex","Y","SBrkr",899,0,899,0,0,1,0,3,"Gd",5,0,"Attchd","Fin",1,288,"Y",64,0,6,2009,"WD","Normal",130000
"500",500,20,"RL",7535,"IR1","Inside","NAmes","Norm","1Fam","1Story",5,7,1958,1985,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","BLQ",111,522,912,"Fa","Y","SBrkr",912,0,912,0,1,1,0,2,"TA",5,0,"Attchd","Fin",1,297,"Y",12,285,6,2007,"WD","Normal",120000
"501",501,160,"RM",1890,"Reg","Inside","BrDale","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","HdBoard","HdBoard","BrkFace",285,"TA","TA","CBlock","TA","No","BLQ",356,316,672,"TA","Y","SBrkr",672,546,1218,0,0,1,1,3,"TA",7,0,"Detchd","Unf",1,264,"Y",144,28,5,2007,"WD","Normal",113000
"502",502,60,"FV",9803,"Reg","Inside","Somerst","Norm","1Fam","2Story",7,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","GLQ",400,466,866,"Gd","Y","SBrkr",866,902,1768,0,0,2,1,3,"Gd",7,0,"Attchd","RFn",2,603,"Y",0,108,2,2008,"WD","Normal",226700
"503",503,20,"RL",9170,"Reg","Corner","Edwards","Feedr","1Fam","1Story",5,7,1965,1965,"Hip","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","ALQ",698,420,1214,"Ex","Y","SBrkr",1214,0,1214,1,0,1,0,2,"TA",6,0,"Detchd","Unf",2,461,"Y",0,0,4,2007,"WD","Normal",140000
"504",504,20,"RL",15602,"IR1","Inside","Crawfor","Norm","1Fam","1Story",7,8,1959,1997,"Gable","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","No","ALQ",1247,254,1501,"TA","Y","SBrkr",1801,0,1801,1,0,2,0,1,"TA",6,2,"Attchd","Fin",2,484,"Y",0,54,3,2010,"WD","Normal",289000
"505",505,160,"RL",2308,"Reg","Inside","NPkVill","Norm","TwnhsE","2Story",6,5,1974,1974,"Gable","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","TA","No","ALQ",257,103,855,"TA","Y","SBrkr",855,467,1322,0,1,2,1,3,"TA",6,1,"Attchd","Unf",2,440,"Y",260,0,6,2009,"WD","Normal",147000
"506",506,90,"RM",7596,"Reg","Inside","OldTown","Artery","Duplex","2Story",5,5,1952,1952,"Hip","Wd Sdng","Wd Sdng","BrkFace",360,"TA","TA","CBlock","TA","No","Unf",0,960,960,"Gd","Y","SBrkr",960,1000,1960,0,0,2,0,4,"TA",10,0,"Detchd","Unf",2,400,"N",0,0,7,2009,"COD","Normal",124500
"507",507,60,"RL",9554,"IR1","Inside","SawyerW","Norm","1Fam","2Story",8,5,1993,1994,"Gable","VinylSd","VinylSd","BrkFace",125,"Gd","TA","PConc","Gd","No","GLQ",380,397,777,"Ex","Y","SBrkr",1065,846,1911,0,0,2,1,3,"Gd",8,1,"Attchd","RFn",2,471,"Y",182,81,9,2006,"WD","Normal",215000
"508",508,20,"FV",7862,"IR1","Inside","Somerst","Norm","1Fam","1Story",6,5,2009,2009,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","GLQ",27,1191,1218,"Ex","Y","SBrkr",1218,0,1218,0,0,2,0,2,"Gd",4,0,"Attchd","Fin",2,676,"Y",0,102,9,2009,"New","Partial",208300
"509",509,70,"RM",9600,"Reg","Inside","OldTown","Norm","1Fam","2Story",7,9,1928,2005,"Gambrel","MetalSd","MetalSd","None",0,"TA","Ex","BrkTil","TA","No","Rec",141,548,689,"Ex","Y","SBrkr",689,689,1378,0,0,2,0,3,"Gd",7,1,"Detchd","Unf",2,360,"N",0,0,10,2008,"WD","Normal",161000
"510",510,20,"RL",9600,"Reg","Corner","NAmes","Norm","1Fam","1Story",5,6,1959,1959,"Gable","MetalSd","MetalSd","BrkFace",132,"TA","TA","CBlock","TA","No","ALQ",991,50,1041,"Ex","Y","SBrkr",1041,0,1041,1,0,1,0,3,"TA",6,0,"Attchd","RFn",1,270,"Y",224,88,7,2009,"WD","Normal",124500
"511",511,20,"RL",14559,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1951,2000,"Hip","Wd Sdng","Wd Sdng","BrkCmn",70,"Gd","TA","CBlock","TA","No","BLQ",650,178,1008,"Ex","Y","SBrkr",1363,0,1363,1,0,1,0,2,"TA",6,2,"CarPort","Unf",1,288,"Y",324,42,6,2009,"WD","Normal",164900
"512",512,120,"RL",6792,"IR1","Inside","NridgHt","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","VinylSd","VinylSd","Stone",94,"Gd","TA","PConc","Gd","No","Unf",0,1368,1368,"Ex","Y","SBrkr",1368,0,1368,0,0,2,0,2,"Gd",6,1,"Attchd","RFn",2,474,"Y",132,35,3,2006,"New","Partial",202665
"513",513,20,"RL",9100,"Reg","Corner","NAmes","Feedr","1Fam","1Story",5,5,1958,1958,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","No","BLQ",521,169,864,"TA","Y","SBrkr",864,0,864,1,0,1,0,3,"TA",5,0,"Detchd","Unf",2,624,"Y",0,0,7,2006,"WD","Normal",129900
"514",514,20,"RL",9187,"Reg","Corner","Mitchel","Norm","1Fam","1Story",6,5,1983,1983,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","PConc","TA","No","ALQ",336,748,1084,"TA","Y","SBrkr",1080,0,1080,0,0,1,1,3,"TA",5,0,"Attchd","Unf",2,484,"Y",120,0,6,2007,"WD","Normal",134000
"515",515,45,"RL",10594,"Reg","Inside","Crawfor","Norm","1Fam","1.5Unf",5,5,1926,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","No","Unf",0,768,768,"Fa","N","SBrkr",789,0,789,0,0,1,0,2,"TA",5,0,"Detchd","Unf",1,200,"Y",0,0,6,2007,"WD","Normal",96500
"516",516,20,"RL",12220,"Reg","Inside","NridgHt","Norm","1Fam","1Story",10,5,2009,2009,"Hip","CemntBd","CmentBd","BrkFace",305,"Ex","TA","CBlock","Ex","No","GLQ",1436,570,2006,"Ex","Y","SBrkr",2020,0,2020,1,0,2,1,3,"Ex",9,1,"Attchd","Fin",3,900,"Y",156,54,9,2009,"New","Partial",402861
"517",517,80,"RL",10448,"IR1","Corner","NWAmes","Norm","1Fam","SLvl",6,6,1972,1972,"Gable","HdBoard","HdBoard","BrkFace",333,"TA","TA","CBlock","TA","No","Unf",0,689,689,"TA","Y","SBrkr",1378,741,2119,0,0,2,1,3,"TA",7,1,"Attchd","RFn",2,583,"Y",0,104,8,2009,"COD","Abnorml",158000
"518",518,60,"RL",10208,"IR1","Inside","NoRidge","Norm","1Fam","2Story",7,5,1996,1997,"Gable","VinylSd","VinylSd","BrkFace",921,"Gd","TA","PConc","Gd","No","Unf",0,1264,1264,"Ex","Y","SBrkr",1277,1067,2344,0,0,2,1,3,"Gd",7,1,"Attchd","RFn",3,889,"Y",220,0,7,2009,"WD","Normal",265000
"519",519,60,"RL",9531,"IR1","CulDSac","CollgCr","Norm","1Fam","2Story",6,5,1998,1998,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","Mn","GLQ",706,88,794,"Ex","Y","SBrkr",882,914,1796,1,0,2,1,3,"TA",7,0,"Attchd","RFn",2,546,"Y",0,36,5,2007,"WD","Normal",211000
"520",520,70,"RL",10918,"Reg","Inside","Crawfor","Norm","1Fam","2Story",7,9,1926,2004,"Gambrel","MetalSd","MetalSd","None",0,"Gd","TA","BrkTil","Gd","No","Unf",0,1276,1276,"Ex","Y","SBrkr",1276,804,2080,0,0,1,1,3,"Gd",9,2,"Detchd","Unf",1,282,"Y",0,0,6,2009,"WD","Normal",234000
"521",521,190,"RL",10800,"Reg","Inside","OldTown","Norm","2fmCon","2Story",4,7,1900,2000,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","No","Unf",0,0,0,"TA","N","FuseA",694,600,1294,0,0,2,0,3,"TA",7,0,"Attchd","Unf",0,0,"N",220,114,8,2008,"WD","Normal",106250
"522",522,20,"RL",11988,"IR1","Corner","NAmes","Feedr","1Fam","1Story",6,6,1957,1957,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","No","Rec",777,467,1244,"Ex","Y","FuseA",1244,0,1244,0,0,1,1,3,"TA",6,2,"Attchd","Unf",1,336,"Y",0,40,5,2007,"WD","Normal",150000
"523",523,50,"RM",5000,"Reg","Corner","BrkSide","Feedr","1Fam","1.5Fin",6,7,1947,1950,"Gable","CemntBd","CmentBd","None",0,"TA","Gd","CBlock","TA","No","ALQ",399,605,1004,"Ex","Y","SBrkr",1004,660,1664,0,0,2,0,3,"TA",7,2,"Detchd","Unf",2,420,"Y",0,24,10,2006,"WD","Normal",159000
"524",524,60,"RL",40094,"IR1","Inside","Edwards","PosN","1Fam","2Story",10,5,2007,2008,"Hip","CemntBd","CmentBd","Stone",762,"Ex","TA","PConc","Ex","Gd","GLQ",2260,878,3138,"Ex","Y","SBrkr",3138,1538,4676,1,0,3,1,3,"Ex",11,1,"BuiltIn","Fin",3,884,"Y",208,406,10,2007,"New","Partial",184750
"525",525,60,"RL",11787,"IR1","Inside","NoRidge","Norm","1Fam","2Story",7,5,1996,1997,"Gable","VinylSd","VinylSd","BrkFace",594,"Gd","TA","PConc","Gd","No","GLQ",719,660,1379,"Ex","Y","SBrkr",1383,1015,2398,1,0,2,1,3,"Gd",8,1,"Attchd","Fin",3,834,"Y",239,60,8,2007,"WD","Normal",315750
"526",526,20,"FV",7500,"Reg","Inside","Somerst","Norm","1Fam","1Story",7,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","Unf",0,1257,1257,"Ex","Y","SBrkr",1266,0,1266,0,0,2,0,3,"Gd",6,1,"Attchd","Unf",2,453,"Y",38,144,4,2006,"WD","Normal",176000
"527",527,20,"RL",13300,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1956,2000,"Hip","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Gd","No","Rec",377,551,928,"TA","Y","SBrkr",928,0,928,0,0,1,0,2,"TA",4,0,"Attchd","Unf",1,252,"Y",261,0,6,2007,"WD","Normal",132000
"528",528,60,"RL",14948,"IR1","Inside","NridgHt","Norm","1Fam","2Story",9,5,2008,2008,"Hip","VinylSd","VinylSd","Stone",268,"Ex","TA","PConc","Ex","Av","GLQ",1330,122,1452,"Ex","Y","SBrkr",1476,1237,2713,1,0,2,1,3,"Ex",11,1,"Attchd","Fin",3,858,"Y",126,66,11,2008,"New","Partial",446261
"529",529,30,"RL",9098,"IR1","Inside","Edwards","Norm","1Fam","1Story",4,7,1920,2002,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Mn","ALQ",348,180,528,"Ex","Y","SBrkr",605,0,605,1,0,1,0,2,"TA",5,0,"Attchd","Unf",0,0,"N",0,0,7,2007,"WD","Normal",86000
"530",530,20,"RL",32668,"IR1","CulDSac","Crawfor","Norm","1Fam","1Story",6,3,1957,1975,"Hip","Wd Sdng","Stone","None",0,"Gd","TA","PConc","TA","No","Rec",1219,816,2035,"TA","Y","SBrkr",2515,0,2515,1,0,3,0,4,"TA",9,2,"Attchd","RFn",2,484,"Y",0,0,3,2007,"WD","Alloca",200624
"531",531,80,"RL",10200,"Reg","Inside","Timber","Norm","1Fam","SLvl",6,5,1988,1989,"Gable","HdBoard","HdBoard","BrkFace",219,"Gd","TA","CBlock","Gd","Av","GLQ",783,678,1461,"Ex","Y","SBrkr",1509,0,1509,1,0,2,0,3,"Gd",5,1,"Attchd","RFn",2,600,"Y",224,0,8,2008,"WD","Abnorml",175000
"532",532,70,"RM",6155,"IR1","FR3","BrkSide","RRNn","1Fam","2Story",6,8,1920,1999,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","Mn","Unf",0,611,611,"Ex","Y","SBrkr",751,611,1362,0,0,2,0,3,"TA",6,0,"Detchd","Fin",2,502,"Y",0,0,6,2008,"WD","Normal",128000
"533",533,20,"RL",7200,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1955,2007,"Gable","VinylSd","VinylSd","None",0,"TA","TA","Slab","TA","No","Unf",0,0,0,"Ex","Y","SBrkr",827,0,827,0,0,1,0,2,"TA",5,1,"Detchd","Unf",1,392,"Y",0,0,4,2010,"WD","Normal",107500
"534",534,20,"RL",5000,"Reg","Inside","BrkSide","Norm","1Fam","1Story",1,3,1946,1950,"Gable","VinylSd","VinylSd","None",0,"Fa","Fa","Slab","TA","No","Unf",0,0,0,"Fa","N","FuseF",334,0,334,0,0,1,0,1,"Fa",2,0,"Attchd","Unf",0,0,"N",0,0,1,2007,"WD","Normal",39300
"535",535,60,"RL",9056,"IR1","Inside","Gilbert","Norm","1Fam","2Story",8,5,2004,2004,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","Av","Unf",0,707,707,"Ex","Y","SBrkr",707,707,1414,0,0,2,1,3,"Gd",6,1,"Attchd","Fin",2,403,"Y",100,35,10,2006,"WD","Normal",178000
"536",536,190,"RL",7000,"Reg","Inside","Edwards","Norm","2fmCon","2Story",5,7,1910,1991,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","Gd","GLQ",969,148,1117,"TA","Y","SBrkr",820,527,1347,1,0,1,0,3,"TA",5,0,"Attchd","Unf",0,0,"N",85,0,1,2008,"WD","Normal",107500
"537",537,60,"RL",8924,"IR1","CulDSac","CollgCr","Norm","1Fam","2Story",7,5,1998,1999,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","Av","Unf",0,880,880,"Ex","Y","SBrkr",880,844,1724,0,0,2,1,3,"Gd",8,0,"Attchd","Fin",2,527,"Y",120,155,7,2008,"WD","Normal",188000
"538",538,20,"RL",12735,"IR1","FR2","NAmes","Norm","1Fam","1Story",4,5,1972,1972,"Hip","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","BLQ",600,264,864,"TA","Y","SBrkr",864,0,864,0,0,1,0,3,"TA",5,0,"Detchd","Unf",2,576,"Y",216,0,4,2008,"COD","Normal",111250
"539",539,20,"RL",11553,"IR1","Inside","Sawyer","Norm","1Fam","1Story",5,5,1968,1968,"Hip","Plywood","Plywood","BrkFace",188,"TA","TA","CBlock","TA","No","BLQ",673,378,1051,"TA","Y","SBrkr",1159,0,1159,0,0,1,1,3,"TA",7,1,"Attchd","Unf",1,336,"Y",466,0,7,2006,"WD","Normal",158000
"540",540,20,"RL",11423,"Reg","Inside","CollgCr","Norm","1Fam","1Story",8,5,2001,2002,"Gable","VinylSd","VinylSd","BrkFace",479,"Gd","TA","PConc","Gd","Av","GLQ",1358,223,1581,"Ex","Y","SBrkr",1601,0,1601,1,0,2,0,3,"Gd",6,1,"Attchd","RFn",2,670,"Y",180,0,5,2010,"WD","Normal",272000
"541",541,20,"RL",14601,"Reg","Inside","Timber","Norm","1Fam","1Story",9,5,2006,2006,"Hip","VinylSd","VinylSd","BrkFace",584,"Ex","TA","PConc","Ex","Av","GLQ",1260,578,1838,"Ex","Y","SBrkr",1838,0,1838,1,0,2,0,2,"Ex",8,1,"Attchd","Fin",3,765,"Y",270,68,3,2009,"WD","Normal",315000
"542",542,60,"RL",11000,"Reg","FR2","NoRidge","Norm","1Fam","2Story",8,5,2000,2000,"Gable","VinylSd","VinylSd","BrkFace",72,"Gd","TA","PConc","Gd","No","Unf",0,969,969,"Ex","Y","SBrkr",997,1288,2285,0,0,2,1,4,"Gd",8,1,"BuiltIn","Fin",3,648,"Y",0,56,6,2007,"WD","Normal",248000
"543",543,20,"RL",10140,"Reg","Inside","NWAmes","RRAn","1Fam","1Story",7,5,1998,1999,"Hip","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","No","LwQ",144,379,1650,"Ex","Y","SBrkr",1680,0,1680,1,0,2,0,3,"Gd",7,1,"Attchd","Fin",2,583,"Y",78,73,6,2009,"WD","Normal",213250
"544",544,120,"RH",4058,"Reg","Inside","NAmes","Norm","TwnhsE","SFoyer",7,5,1998,1998,"Gable","MetalSd","MetalSd","BrkFace",182,"TA","TA","PConc","Gd","Av","GLQ",584,0,723,"Ex","Y","SBrkr",767,0,767,1,0,1,0,1,"TA",4,0,"Attchd","Fin",1,367,"Y",120,40,6,2007,"WD","Normal",133000
"545",545,60,"RL",17104,"IR1","Inside","Gilbert","Norm","1Fam","2Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Av","GLQ",554,100,654,"Ex","Y","SBrkr",664,832,1496,1,0,2,1,3,"Gd",7,1,"Attchd","RFn",2,426,"Y",100,24,9,2006,"New","Partial",179665
"546",546,50,"RL",13837,"IR1","Corner","NWAmes","Norm","1Fam","1.5Fin",7,5,1988,1988,"Gable","HdBoard","HdBoard","BrkFace",178,"Gd","Gd","PConc","Gd","No","GLQ",1002,0,1204,"Gd","Y","SBrkr",1377,806,2183,0,0,2,1,4,"Gd",9,0,"Attchd","Unf",3,786,"Y",0,0,2,2006,"WD","Normal",229000
"547",547,50,"RL",8737,"IR1","Inside","BrkSide","Norm","1Fam","1.5Fin",6,7,1923,1950,"Gable","BrkFace","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","No","Rec",300,765,1065,"Ex","Y","FuseA",915,720,1635,0,0,1,1,3,"TA",6,1,"Detchd","Unf",2,440,"Y",0,38,5,2007,"WD","Normal",210000
"548",548,85,"RL",7244,"Reg","Inside","Mitchel","Norm","1Fam","SFoyer",5,7,1970,1970,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","Gd","Av","ALQ",619,149,768,"Ex","Y","SBrkr",768,0,768,1,0,1,0,2,"TA",5,0,"Detchd","Unf",2,624,"Y",104,0,4,2007,"WD","Normal",129500
"549",549,20,"RM",8235,"IR1","Inside","OldTown","Feedr","1Fam","1Story",5,7,1955,1995,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","No","LwQ",180,0,825,"TA","Y","SBrkr",825,0,825,1,0,1,0,2,"TA",4,0,"Detchd","RFn",2,720,"Y",140,50,6,2008,"WD","Normal",125000
"550",550,60,"FV",9375,"Reg","Inside","Somerst","Norm","1Fam","2Story",7,5,2003,2004,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","No","Unf",0,912,912,"Ex","Y","SBrkr",912,1182,2094,0,0,2,1,4,"Gd",8,1,"BuiltIn","Fin",2,615,"Y",182,182,11,2009,"WD","Normal",263000
"551",551,120,"RL",4043,"Reg","Inside","NPkVill","Norm","TwnhsE","1Story",6,6,1977,1977,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","No","ALQ",559,510,1069,"TA","Y","SBrkr",1069,0,1069,0,0,2,0,2,"TA",4,0,"Attchd","RFn",2,440,"Y",0,55,10,2008,"COD","Abnorml",140000
"552",552,20,"RM",6000,"Reg","Inside","OldTown","Norm","1Fam","1Story",5,6,1957,1957,"Hip","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","No","Rec",308,620,928,"Gd","Y","FuseA",928,0,928,0,0,1,0,3,"TA",5,0,"Attchd","Fin",1,288,"Y",0,0,6,2008,"WD","Normal",112500
"553",553,20,"RL",11146,"IR1","Inside","NridgHt","Norm","1Fam","1Story",8,5,2006,2006,"Gable","VinylSd","VinylSd","Stone",250,"Gd","TA","PConc","Ex","Av","Unf",0,1709,1709,"Ex","Y","SBrkr",1717,0,1717,0,0,2,0,3,"Gd",7,1,"Attchd","RFn",3,908,"Y",169,39,7,2009,"WD","Normal",255500
"554",554,20,"RL",8777,"Reg","Inside","Edwards","Feedr","1Fam","1Story",4,5,1949,2003,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","No","Unf",0,0,0,"Ex","Y","SBrkr",1126,0,1126,0,0,2,0,2,"Gd",5,0,"Detchd","Fin",2,520,"N",0,96,5,2009,"WD","Normal",108000
"555",555,60,"RL",10625,"Reg","Inside","NridgHt","Norm","1Fam","2Story",7,5,2003,2004,"Gable","VinylSd","VinylSd","BrkFace",292,"Gd","TA","PConc","Gd","No","GLQ",866,132,998,"Ex","Y","SBrkr",1006,1040,2046,1,0,2,1,3,"Gd",8,1,"BuiltIn","RFn",3,871,"Y",320,62,8,2008,"WD","Normal",284000
"556",556,45,"RM",6380,"Reg","Inside","BrkSide","Norm","1Fam","1.5Unf",5,6,1922,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","No","Unf",0,993,993,"TA","Y","FuseA",1048,0,1048,0,0,1,0,2,"TA",5,1,"Detchd","Unf",1,280,"Y",0,0,8,2006,"WD","Normal",113000
"557",557,20,"RL",14850,"IR1","Inside","NAmes","Norm","1Fam","1Story",5,5,1957,1957,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","No","Rec",895,197,1092,"TA","Y","FuseA",1092,0,1092,1,0,1,0,2,"TA",6,1,"Attchd","Fin",1,299,"Y",268,0,5,2006,"WD","Normal",141000
"558",558,50,"C (all)",11040,"Reg","Inside","IDOTRR","Norm","1Fam","1.5Fin",4,6,1920,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","No","Rec",637,0,637,"Gd","Y","SBrkr",897,439,1336,0,0,1,1,3,"TA",7,0,"CarPort","Unf",1,570,"Y",0,47,9,2006,"COD","Normal",108000
"559",559,60,"RL",21872,"IR2","FR2","Gilbert","Norm","1Fam","2Story",7,5,1996,1997,"Gable","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","Gd","GLQ",604,125,729,"Ex","Y","SBrkr",729,717,1446,0,1,2,1,3,"TA",6,1,"Attchd","Unf",2,406,"Y",264,22,8,2008,"WD","Normal",175000
"560",560,120,"RL",3196,"Reg","Inside","Blmngtn","Norm","TwnhsE","1Story",7,5,2003,2004,"Gable","VinylSd","VinylSd","BrkFace",18,"Gd","TA","PConc","Gd","Gd","Unf",0,1374,1374,"Ex","Y","SBrkr",1557,0,1557,0,0,2,0,2,"Gd",7,1,"Attchd","Fin",2,420,"Y",143,20,10,2006,"WD","Normal",234000
"561",561,20,"RL",11341,"IR1","Inside","Sawyer","Norm","1Fam","1Story",5,6,1957,1996,"Hip","Wd Sdng","Wd Sdng","BrkFace",180,"TA","TA","CBlock","Gd","No","ALQ",1302,90,1392,"TA","Y","SBrkr",1392,0,1392,1,0,1,1,3,"TA",5,1,"Detchd","Unf",2,528,"Y",0,0,5,2010,"WD","Normal",121500
"562",562,20,"RL",10010,"Reg","Inside","Mitchel","Norm","1Fam","1Story",5,5,1974,1975,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","Av","ALQ",1071,195,1389,"Gd","Y","SBrkr",1389,0,1389,1,0,1,0,2,"TA",6,1,"Attchd","RFn",2,418,"Y",240,38,4,2006,"WD","Normal",170000
"563",563,30,"RL",13907,"Reg","Inside","Edwards","Norm","1Fam","1Story",5,6,1940,1969,"Gable","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","No","BLQ",290,706,996,"Ex","Y","SBrkr",996,0,996,1,0,1,0,3,"TA",6,1,"Attchd","Unf",0,0,"Y",144,0,7,2008,"WD","Normal",108000
"564",564,50,"RL",21780,"Reg","Inside","Edwards","Norm","1Fam","1.5Fin",6,7,1918,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","Mn","Unf",0,1163,1163,"Ex","Y","SBrkr",1163,511,1674,0,0,2,0,4,"TA",8,1,"Detchd","Fin",2,396,"N",72,36,7,2008,"WD","Normal",185000
"565",565,60,"RL",13346,"IR1","CulDSac","NoRidge","Norm","1Fam","2Story",7,5,1992,2000,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","No","GLQ",728,367,1095,"Ex","Y","SBrkr",1166,1129,2295,1,0,2,1,4,"Gd",9,1,"Attchd","RFn",2,590,"Y",0,40,7,2006,"WD","Normal",268000
"566",566,70,"RL",6858,"Reg","Corner","SWISU","Norm","1Fam","2Story",6,4,1915,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Gd","No","Unf",0,806,806,"TA","N","FuseF",841,806,1647,1,0,1,1,4,"Fa",6,0,"Detchd","Unf",1,216,"Y",0,66,5,2010,"WD","Normal",128000
